Date,values
1991-07-01,37.72319853305817
1991-08-01,41.07140004634857
1991-10-01,43.97319853305817
1991-11-01,45.75890004634857
1992-04-01,51.11610293388367
1992-05-01,53.57139706611633
1992-06-01,51.11610293388367
1992-07-01,42.85709857940674
1992-09-01,41.29459857940674
1992-10-01,39.95540142059326
1992-12-01,51.11610293388367
1993-02-01,52.901798486709595
1993-03-01,47.32140004634857
1993-04-01,45.75890004634857
1993-06-01,50.44639706611633
1993-07-01,34.82140004634857
1993-09-01,23.660700023174286
1993-10-01,20.3125
1993-11-01,27.45540142059326
1993-12-01,28.571400046348572
1994-02-01,29.464301466941833
1994-03-01,32.8125
1994-06-01,25.446400046348572
1994-07-01,23.549099266529083
1994-08-01,30.02229928970337
1994-09-01,31.58479928970337
1994-11-01,38.28130066394806
1994-12-01,33.03569853305817
1995-02-01,36.38390004634857
1995-03-01,35.49109995365143
1995-05-01,34.15180146694183
1995-06-01,37.3883992433548
1995-08-01,40.066999197006226
1995-09-01,38.39290142059326
1995-11-01,32.7008992433548
1995-12-01,33.92859995365143
1996-02-01,24.553599953651428
1996-03-01,24.66520071029663
1996-04-01,22.432999312877655
1996-05-01,21.763400733470917
1996-07-01,18.861599266529083
1996-08-01,19.642899930477142
1996-10-01,19.642899930477142
1996-11-01,20.870499312877655
1997-04-01,15.736599266529083
1997-05-01,15.067000687122345
1997-07-01,12.444200366735458
1997-08-01,15.736599266529083
1997-10-01,19.363799691200256
1997-12-01,15.792399644851685
1998-04-01,24.497799575328827
1998-05-01,24.553599953651428
1998-06-01,23.660700023174286
1998-07-01,25.78130066394806
1998-09-01,28.013399243354797
1998-10-01,32.8125
1998-12-01,28.571400046348572
1999-02-01,37.22099959850311
1999-03-01,31.082600355148315
1999-04-01,32.198700308799744
1999-06-01,40.17859995365143
1999-07-01,41.35040044784546
1999-09-01,59.82139706611633
1999-10-01,55.46879768371582
1999-11-01,71.42860293388367
1999-12-01,90.17860293388367
2000-02-01,92.85709857940674
2000-03-01,105.85939884185791
2000-05-01,111.4954948425293
2000-06-01,72.99110293388367
2000-08-01,89.84379768371582
2000-09-01,109.48660373687744
2000-11-01,34.70979928970337
2000-12-01,30.35709857940674
2001-02-01,36.941999197006226
2001-03-01,31.808000802993774
2001-05-01,45.375001430511475
2001-06-01,35.946398973464966
2001-08-01,33.9464008808136
2001-10-01,27.66070067882538
2001-11-01,31.51789903640747
2002-02-01,43.46430003643036
2002-03-01,39.160698652267456
2002-04-01,41.749998927116394
2002-05-01,43.37500035762787
2002-07-01,31.62499964237213
2002-08-01,26.982098817825317
2002-10-01,26.053598523139954
2002-11-01,28.46429944038391
2003-04-01,25.35710036754608
2003-05-01,25.446400046348572
2003-07-01,33.69640111923218
2003-08-01,37.5
2003-10-01,36.98210120201111
2003-12-01,37.57140040397644
2004-03-01,43.03570091724396
2004-04-01,48.01790118217468
2004-06-01,49.62500035762787
2004-07-01,57.321399450302124
2004-09-01,61.250001192092896
2004-10-01,69.85710263252258
2004-11-01,93.75
2004-12-01,121.0536003112793
2005-02-01,137.5892996788025
2005-03-01,160.6786012649536
2005-04-01,150.32140016555786
2005-06-01,142.4643039703369
2005-07-01,131.5356969833374
2005-08-01,152.03570127487183
2005-09-01,167.85709857940674
2005-11-01,204.4286012649536
2005-12-01,246.25000953674316
2006-02-01,267.6785945892334
2006-03-01,245.8570957183838
2006-05-01,252.74999141693115
2006-06-01,213.75000476837158
2006-08-01,240.07139205932617
2006-09-01,244.5713996887207
2006-11-01,289.64290618896484
2006-12-01,327.8570890426636
2007-02-01,307.96430110931396
2007-03-01,300.1070976257324
2007-05-01,355.6786060333252
2007-06-01,432.4999809265137
2007-08-01,477.2857189178467
2007-10-01,552.2500038146973
2007-11-01,673.5713958740234
2008-02-01,486.57140731811523
2008-04-01,522.4999904632568
2008-05-01,624.8570919036865
